ens_stable_id,ens_stable_id_version,refseq_stable_id,refseq_stable_id_version,mane_type,ens_gene_name
ENST00000301488,8,NM_005851,5,MANE SELECT,CDK2AP2
ENST00000294288,5,NM_016366,3,MANE SELECT,CABP2
ENST00000433844,4,NM_001099646,3,MANE SELECT,SLC47A2
ENST00000371494,9,NM_006671,6,MANE SELECT,SLC1A7
ENST00000398606,10,NM_000852,4,MANE SELECT,GSTP1
ENST00000273610,4,NM_033199,4,MANE SELECT,UCN2
ENST00000203407,6,NM_003365,3,MANE SELECT,UQCRC1
ENST00000322776,11,NM_007103,4,MANE SELECT,NDUFV1
ENST00000673742,1,NM_001372051,1,MANE SELECT,CASP8
ENST00000273308,9,NM_014255,7,MANE SELECT,CNPY2
ENST00000306601,9,NM_017865,4,MANE SELECT,ZNF692
ENST00000684592,1,NM_001163391,2,MANE SELECT,ZSCAN12
ENST00000571134,2,NM_001105571,3,MANE SELECT,DHRS7C
ENST00000684080,1,NM_001322247,2,MANE SELECT,MEI4
ENST00000684151,1,NM_001376852,1,MANE SELECT,TMEM181
ENST00000330862,4,NM_001008269,3,MANE SELECT,TMEM89
ENST00000518321,6,NM_001135036,2,MANE SELECT,TVP23C
ENST00000395550,7,NM_022911,3,MANE SELECT,SLC26A6
ENST00000683788,1,NM_001318891,2,MANE SELECT,ZNF184
ENST00000275169,5,NM_005284,5,MANE SELECT,GPR6
ENST00000682992,1,NM_001286554,2,MANE SELECT,USP49
ENST00000369278,5,NM_015323,5,MANE SELECT,UFL1
ENST00000450218,6,NM_001322466,2,MANE SELECT,FHL5
ENST00000651024,2,NM_001366661,1,MANE SELECT,CLUH
ENST00000435064,6,NM_017871,6,MANE SELECT,INTS11
ENST00000376693,3,NM_001243750,2,MANE SELECT,NUDT8
ENST00000255082,8,NM_080658,2,MANE SELECT,ACY3
ENST00000611028,3,NM_000804,4,MANE SELECT,FOLR3
ENST00000395675,7,NM_001368135,1,MANE SELECT,FOXO3B
ENST00000228534,6,NM_016584,3,MANE SELECT,IL23A
ENST00000325102,13,NM_001370592,1,MANE SELECT,MIF4GD
ENST00000360421,9,NM_153276,3,MANE SELECT,SLC22A6
ENST00000164024,5,NM_001407,3,MANE SELECT,CELSR3
ENST00000326446,10,NM_152522,7,MANE SELECT,ARL6IP6
ENST00000314128,9,NM_005419,4,MANE SELECT,STAT2
ENST00000675386,2,NM_001377448,1,MANE SELECT,BAHCC1
ENST00000401408,6,NM_152385,4,MANE SELECT,CLHC1
ENST00000336232,7,NM_004254,4,MANE SELECT,SLC22A8
ENST00000399273,5,NM_001382000,1,MANE SELECT,CCDC144A
ENST00000294129,7,NM_016453,4,MANE SELECT,NCKIPSD
ENST00000263629,9,NM_002453,3,MANE SELECT,MTIF2
ENST00000398189,4,NM_001638,4,MANE SELECT,APOF
ENST00000256958,3,NM_006446,5,MANE SELECT,SLCO1B1
ENST00000580729,3,NM_001382359,1,MANE SELECT,C17orf58
ENST00000328631,10,NM_016291,4,MANE SELECT,IP6K2
ENST00000332793,11,NM_001039752,4,MANE SELECT,SLC22A10
ENST00000225899,4,NM_002278,3,MANE SELECT,KRT32
ENST00000330871,3,NM_003955,5,MANE SELECT,SOCS3
ENST00000675903,1,NM_001348323,3,MANE SELECT,TRIP12
ENST00000279178,4,NM_080866,3,MANE SELECT,SLC22A9
ENST00000240652,8,NM_000415,3,MANE SELECT,IAPP
ENST00000269571,10,NM_004448,4,MANE SELECT,ERBB2
ENST00000240651,14,NM_024854,5,MANE SELECT,PYROXD1
ENST00000380034,8,NM_033034,3,MANE SELECT,TRIM5
ENST00000444129,7,NM_002907,4,MANE SELECT,RECQL
ENST00000681320,1,NM_000094,4,MANE SELECT,COL7A1
ENST00000229314,10,NM_016072,5,MANE SELECT,GOLT1B
ENST00000265983,8,NM_000613,3,MANE SELECT,HPX
ENST00000225777,8,NM_004710,7,MANE SELECT,SYNGR2
ENST00000256969,7,NM_030572,4,MANE SELECT,SPX
ENST00000303721,12,NM_018291,5,MANE SELECT,FGGY
ENST00000324868,13,NM_001040436,3,MANE SELECT,YARS2
ENST00000407086,8,NM_017679,5,MANE SELECT,BCAS3
ENST00000345851,8,NM_033278,4,MANE SELECT,TRIM3
ENST00000301050,7,NM_000725,4,MANE SELECT,CACNB3
ENST00000396777,8,NM_001376558,2,MANE SELECT,ARFIP2
ENST00000439617,8,NM_018662,3,MANE SELECT,DISC1
ENST00000233114,13,NM_005917,4,MANE SELECT,MDH1
ENST00000308025,8,NM_004818,3,MANE SELECT,DDX23
ENST00000254616,11,NM_012192,4,MANE SELECT,TIMM10B
ENST00000170447,12,NM_014160,5,MANE SELECT,MKRN2
ENST00000272425,4,NM_003960,4,MANE SELECT,NAT8
ENST00000311417,7,NM_022470,4,MANE SELECT,ZMAT3
ENST00000254579,11,NM_144666,3,MANE SELECT,DNHD1
ENST00000272424,11,NM_016058,5,MANE SELECT,TPRKB
ENST00000309739,6,NM_014470,4,MANE SELECT,RND1
ENST00000263967,4,NM_006218,4,MANE SELECT,PIK3CA
ENST00000304905,10,NM_018042,5,MANE SELECT,SLFN12
ENST00000261716,8,NM_020791,4,MANE SELECT,TAOK1
ENST00000606320,6,NM_022782,4,MANE SELECT,MPHOSPH9
ENST00000261018,12,NM_001375670,1,MANE SELECT,ABI2
ENST00000299427,12,NM_000391,4,MANE SELECT,TPP1
ENST00000349033,10,NM_031272,5,MANE SELECT,TEX14
ENST00000397261,8,NM_005718,5,MANE SELECT,ARPC4
ENST00000392391,9,NM_017861,4,MANE SELECT,PIGX
ENST00000261692,7,NM_004642,4,MANE SELECT,CDK2AP1
ENST00000319283,8,NM_031899,4,MANE SELECT,GORASP1
ENST00000602398,3,NM_001167856,3,MANE SELECT,SBNO1
ENST00000527372,7,NM_078471,4,MANE SELECT,MYO18A
ENST00000347454,9,NM_001034116,2,MANE SELECT,EIF2B4
ENST00000253233,6,NM_152269,5,MANE SELECT,MTRFR
ENST00000524230,9,NM_052883,3,MANE SELECT,TXNRD3
ENST00000308736,7,NM_032656,4,MANE SELECT,DHX37
ENST00000379829,2,NM_207186,2,MANE SELECT,OR10A4
ENST00000278840,9,NM_004265,4,MANE SELECT,FADS2
ENST00000319595,7,NM_001322209,2,MANE SELECT,HTR1F
ENST00000361143,10,NM_001146314,2,MANE SELECT,ABHD14B
ENST00000341446,9,NM_080626,6,MANE SELECT,BRI3BP
ENST00000316519,11,NM_023928,5,MANE SELECT,AACS
ENST00000233575,7,NM_014748,4,MANE SELECT,SNX17
ENST00000396556,7,NM_017784,5,MANE SELECT,OSBPL10
ENST00000544844,6,NM_016404,3,MANE SELECT,TRMT112
ENST00000527447,2,NM_001039618,4,MANE SELECT,CREBZF
ENST00000642097,1,NM_001005213,2,MANE SELECT,OR9G1
ENST00000530162,2,NM_001004705,2,MANE SELECT,OR4D10
ENST00000338965,9,NM_001202439,3,MANE SELECT,NCR3LG1
ENST00000360658,3,NM_017442,4,MANE SELECT,TLR9
ENST00000323703,11,NM_144631,6,MANE SELECT,ZNF513
ENST00000266014,11,NM_018446,4,MANE SELECT,GLT8D1
ENST00000366926,4,NM_018713,3,MANE SELECT,SLC30A10
ENST00000344034,5,NM_177983,3,MANE SELECT,PPM1G
ENST00000375102,4,NM_022819,4,MANE SELECT,PLA2G2F
ENST00000372811,10,NM_032793,5,MANE SELECT,MFSD2A
ENST00000335953,9,NM_006006,6,MANE SELECT,ZBTB16
ENST00000609686,4,NM_000834,5,MANE SELECT,GRIN2B
ENST00000225823,7,NM_183377,2,MANE SELECT,ASIC2
ENST00000379852,8,NM_013392,4,MANE SELECT,NRBP1
ENST00000529010,6,NM_005013,4,MANE SELECT,NUCB2
ENST00000435881,7,NM_198204,2,MANE SELECT,MLX
ENST00000311936,8,NM_004985,5,MANE SELECT,KRAS
ENST00000296273,7,NM_002916,5,MANE SELECT,RFC4
ENST00000266604,7,NM_032338,4,MANE SELECT,LLPH
ENST00000349431,11,NM_058167,3,MANE SELECT,UBE2J2
ENST00000358230,8,NM_016056,4,MANE SELECT,TMBIM4
ENST00000432992,7,NM_201433,2,MANE SELECT,GAS7
ENST00000005226,12,NM_153676,4,MANE SELECT,USH1C
ENST00000288873,7,NM_173853,4,MANE SELECT,KRTCAP3
ENST00000326474,5,NM_001168214,2,MANE SELECT,C3orf80
ENST00000642057,1,NM_001004736,4,MANE SELECT,OR5K1
ENST00000344629,12,NM_002542,6,MANE SELECT,OGG1
ENST00000264703,4,NM_022823,3,MANE SELECT,FNDC4
ENST00000370103,9,NM_058170,4,MANE SELECT,OLFM3
ENST00000264717,7,NM_001486,4,MANE SELECT,GCKR
ENST00000419916,8,NM_152371,5,MANE SELECT,PRXL2B
ENST00000261233,9,NM_007199,3,MANE SELECT,IRAK3
ENST00000260570,8,NM_015662,3,MANE SELECT,IFT172
ENST00000273183,8,NM_003149,3,MANE SELECT,STAC
ENST00000399397,6,NM_001292063,2,MANE SELECT,OTOG
ENST00000247815,9,NM_001370285,1,MANE SELECT,HELB
ENST00000295542,6,NM_152494,4,MANE SELECT,DCST1
ENST00000359742,9,NM_001366722,1,MANE SELECT,GRIP1
ENST00000354905,3,NM_207316,3,MANE SELECT,TMEM207
ENST00000368400,5,NM_153741,2,MANE SELECT,DPM3
ENST00000443512,2,NM_001085420,2,MANE SELECT,PLSCR5
ENST00000339083,12,NM_175744,5,MANE SELECT,RHOC
ENST00000329293,4,NM_198474,4,MANE SELECT,OLFML1
ENST00000316793,8,NM_000916,4,MANE SELECT,OXTR
ENST00000299492,9,NM_003621,5,MANE SELECT,PPFIBP2
ENST00000393716,8,NM_003889,4,MANE SELECT,NR1I2
ENST00000331495,8,NM_005892,4,MANE SELECT,FMNL1
ENST00000644859,2,NM_001102416,3,MANE SELECT,KNG1
ENST00000368318,5,NM_181885,3,MANE SELECT,RXFP4
ENST00000456354,7,NM_198137,2,MANE SELECT,CATSPER4
ENST00000362011,7,NM_198149,3,MANE SELECT,SHISA4
ENST00000361548,9,NM_198173,3,MANE SELECT,GRHL3
ENST00000262052,9,NM_000617,3,MANE SELECT,SLC11A2
ENST00000327906,8,NM_016483,7,MANE SELECT,PHF7
ENST00000331780,5,NM_152343,3,MANE SELECT,SPATA32
ENST00000344686,8,NM_003954,5,MANE SELECT,MAP3K14
ENST00000370456,5,NM_198460,3,MANE SELECT,GBP6
ENST00000376480,7,NM_006172,4,MANE SELECT,NPPA
ENST00000376468,4,NM_002521,3,MANE SELECT,NPPB
ENST00000231721,7,NM_020163,3,MANE SELECT,SEMA3G
ENST00000394052,5,NM_152349,3,MANE SELECT,KRT222
ENST00000376572,8,NM_138346,3,MANE SELECT,KIAA2013
ENST00000299498,11,NM_016229,5,MANE SELECT,CYB5R2
ENST00000232975,8,NM_003280,3,MANE SELECT,TNNC1
ENST00000196061,5,NM_000302,4,MANE SELECT,PLOD1
ENST00000264651,3,NM_019016,3,MANE SELECT,KRT24
ENST00000285814,9,NM_032390,5,MANE SELECT,NIFK
ENST00000345716,9,NM_007184,4,MANE SELECT,NISCH
ENST00000312150,5,NM_181534,4,MANE SELECT,KRT25
ENST00000389682,8,NM_004622,3,MANE SELECT,TSN
ENST00000301656,4,NM_181537,4,MANE SELECT,KRT27
ENST00000306658,8,NM_181535,3,MANE SELECT,KRT28
ENST00000269576,6,NM_000421,5,MANE SELECT,KRT10
ENST00000260210,5,NM_032725,4,MANE SELECT,BUD13
ENST00000398138,5,NM_003708,5,MANE SELECT,RDH16
ENST00000420323,7,NM_015512,5,MANE SELECT,DNAH1
ENST00000241416,12,NM_001616,5,MANE SELECT,ACVR2A
ENST00000251643,5,NM_000223,4,MANE SELECT,KRT12
ENST00000227322,8,NM_003904,5,MANE SELECT,ZPR1
ENST00000188312,7,NM_022496,5,MANE SELECT,ACTR6
ENST00000167588,4,NM_019010,3,MANE SELECT,KRT20
ENST00000235332,6,NM_021933,4,MANE SELECT,MIIP
ENST00000209718,8,NM_015515,5,MANE SELECT,KRT23
ENST00000263932,7,NM_001243,5,MANE SELECT,TNFRSF8
ENST00000392857,10,NM_181741,4,MANE SELECT,ORC4
ENST00000620786,5,NM_001247997,2,MANE SELECT,CLIP1
ENST00000309894,6,NM_022579,3,MANE SELECT,CSHL1
ENST00000227665,9,NM_001371904,1,MANE SELECT,APOA5
ENST00000265562,5,NM_015466,4,MANE SELECT,PTPN23
ENST00000323322,10,NM_000515,5,MANE SELECT,GH1
ENST00000357780,5,NM_000482,4,MANE SELECT,APOA4
ENST00000373493,10,NM_005610,3,MANE SELECT,RBBP4
ENST00000227667,8,NM_000040,3,MANE SELECT,APOC3
ENST00000642680,2,NM_001378120,1,MANE SELECT,MBD5
ENST00000236850,5,NM_000039,3,MANE SELECT,APOA1
ENST00000006750,8,NM_000626,4,MANE SELECT,CD79B
ENST00000265565,10,NM_012235,4,MANE SELECT,SCAP
ENST00000435607,3,NM_000334,4,MANE SELECT,SCN4A
ENST00000016946,8,NM_005054,3,MANE SELECT,RGPD5
ENST00000412177,6,NM_001164257,2,MANE SELECT,PRR29
ENST00000409190,8,NM_030786,3,MANE SELECT,SYNC
ENST00000396037,9,NM_003034,4,MANE SELECT,ST8SIA1
ENST00000296149,9,NM_001031703,3,MANE SELECT,ELP6
ENST00000401073,7,NM_020888,3,MANE SELECT,KIAA1522
ENST00000579788,6,NM_001099789,2,MANE SELECT,ICAM2
ENST00000355557,7,NM_003440,4,MANE SELECT,ZNF140
ENST00000373475,10,NM_022753,4,MANE SELECT,S100PBP
ENST00000433197,4,NM_001433,5,MANE SELECT,ERN1
ENST00000264723,9,NM_006574,4,MANE SELECT,CSPG5
ENST00000228438,3,NM_005127,3,MANE SELECT,CLEC2B
ENST00000373471,9,NM_153756,3,MANE SELECT,FNDC5
ENST00000261402,7,NM_014840,3,MANE SELECT,NUAK1
ENST00000373467,4,NM_002143,3,MANE SELECT,HPCA
ENST00000483851,7,NM_001163678,2,MANE SELECT,SHOX2
ENST00000485960,7,NM_001146213,3,MANE SELECT,TBC1D15
ENST00000584379,6,NM_001288732,2,MANE SELECT,TEX2
ENST00000641160,1,NM_001003443,3,MANE SELECT,OR56A3
ENST00000373463,8,NM_033504,4,MANE SELECT,TMEM54
ENST00000642046,1,NM_001004756,3,MANE SELECT,OR51M1
ENST00000272462,3,NM_005434,5,MANE SELECT,MALL
ENST00000641930,1,NM_001004754,3,MANE SELECT,OR51I2
ENST00000360796,10,NM_001122955,4,MANE SELECT,BSCL2
ENST00000466246,7,NM_001369783,1,MANE SELECT,MLF1
ENST00000369969,7,NM_001377458,1,MANE SELECT,CLCC1
ENST00000368003,6,NM_016406,4,MANE SELECT,UFC1
ENST00000445609,7,NM_001128178,3,MANE SELECT,NPHP1
ENST00000325719,4,NM_001005172,2,MANE SELECT,OR52K2
ENST00000641528,1,NM_001005171,3,MANE SELECT,OR52K1
ENST00000262410,10,NM_001377265,1,MANE SELECT,MAPT
ENST00000368002,8,NM_001014443,3,MANE SELECT,USP21
ENST00000333861,5,NM_018219,3,MANE SELECT,CCDC87
ENST00000533244,6,NM_005125,2,MANE SELECT,CCS
ENST00000335017,1,NM_181788,1,MANE SELECT,H1-7
ENST00000426126,7,NM_015336,4,MANE SELECT,ZDHHC17
ENST00000310137,5,NM_006328,4,MANE SELECT,RBM14
ENST00000367999,9,NM_001122764,3,MANE SELECT,PPOX
ENST00000611884,5,NM_001271838,2,MANE SELECT,RSRC1
ENST00000310092,12,NM_002896,4,MANE SELECT,RBM4
ENST00000312492,3,NM_018953,4,MANE SELECT,HOXC5
ENST00000202967,4,NM_012240,3,MANE SELECT,SIRT4
ENST00000310046,9,NM_031492,4,MANE SELECT,RBM4B
ENST00000641114,1,NM_001258285,2,MANE SELECT,OR2AP1
ENST00000641202,1,NM_054105,2,MANE SELECT,OR6C2
ENST00000229332,12,NM_016184,4,MANE SELECT,CLEC4A
ENST00000319769,10,NM_003779,4,MANE SELECT,B4GALT3
ENST00000682385,1,NM_001378024,1,MANE SELECT,ARHGAP32
ENST00000337331,10,NM_153240,5,MANE SELECT,NPHP3
ENST00000582743,6,NM_004207,4,MANE SELECT,SLC16A3
ENST00000360814,9,NM_001384711,1,MANE SELECT,GLT8D2
ENST00000367996,6,NM_005099,6,MANE SELECT,ADAMTS4
ENST00000552864,6,NM_004664,4,MANE SELECT,LIN7A
ENST00000289902,2,NM_004106,2,MANE SELECT,FCER1G
ENST00000543185,6,NM_001378414,1,MANE SELECT,HDAC4
ENST00000367990,7,NM_001643,2,MANE SELECT,APOA2
ENST00000429849,3,NM_001080406,2,MANE SELECT,C12orf71
ENST00000445061,6,NM_138615,3,MANE SELECT,DHX30
ENST00000618634,3,NM_001384995,1,MANE SELECT,FIGNL2
ENST00000269095,9,NM_005374,5,MANE SELECT,MPP2
ENST00000637617,2,NM_001385981,1,MANE SELECT,PXN
ENST00000367988,8,NM_032174,6,MANE SELECT,TOMM40L
ENST00000324559,9,NM_213599,3,MANE SELECT,ANO5
ENST00000367983,9,NM_005122,5,MANE SELECT,NR1I3
ENST00000302506,8,NM_001789,3,MANE SELECT,CDC25A
ENST00000379509,8,NM_001002257,3,MANE SELECT,LCLAT1
ENST00000317647,12,NM_001039724,4,MANE SELECT,NOSTRIN
ENST00000381902,7,NM_002260,4,MANE SELECT,KLRC2
ENST00000652295,2,NM_004345,5,MANE SELECT,CAMP
ENST00000360213,1,NM_001004137,1,MANE SELECT,OR52M1
ENST00000641076,1,NM_001004740,2,MANE SELECT,OR5M1
ENST00000354698,8,NM_016089,3,MANE SELECT,ZNF589
ENST00000322110,8,NM_001004753,2,MANE SELECT,OR51F2
ENST00000641139,1,NM_001005467,2,MANE SELECT,OR8B3
ENST00000641451,2,NM_001005468,2,MANE SELECT,OR8B2
ENST00000642047,1,NM_001003745,2,MANE SELECT,OR10A3
ENST00000641461,1,NM_001004460,2,MANE SELECT,OR10A2
ENST00000641045,1,NM_001004728,2,MANE SELECT,OR5A1
ENST00000641926,1,NM_001005238,2,MANE SELECT,OR51G2
ENST00000537226,3,NM_001277291,2,MANE SELECT,ZNF891
ENST00000641490,1,NM_001004749,2,MANE SELECT,OR51A7
ENST00000641726,1,NM_001005165,2,MANE SELECT,OR52E4
ENST00000442597,6,NM_001308426,2,MANE SELECT,NME6
ENST00000641665,1,NM_001004745,2,MANE SELECT,OR5T1
ENST00000267102,13,NM_018113,4,MANE SELECT,LMBR1L
ENST00000339994,5,NM_000525,4,MANE SELECT,KCNJ11
ENST00000314259,5,NM_001004704,2,MANE SELECT,OR4C6
ENST00000641196,1,NM_003696,3,MANE SELECT,OR6A2
ENST00000641817,1,NM_001004751,3,MANE SELECT,OR51D1
ENST00000396952,6,NM_152430,4,MANE SELECT,OR51E1
ENST00000641124,1,NM_001004490,2,MANE SELECT,OR2AG2
ENST00000641224,2,NM_001004464,2,MANE SELECT,OR10G8
ENST00000225992,8,NM_002722,5,MANE SELECT,PPY
ENST00000279146,8,NM_003977,4,MANE SELECT,AIP
ENST00000359774,9,NM_001128212,3,MANE SELECT,WDSUB1
ENST00000641898,1,NM_001005329,2,MANE SELECT,OR51A4
ENST00000355527,8,NM_001360,3,MANE SELECT,DHCR7
ENST00000293404,8,NM_153006,3,MANE SELECT,NAGS
ENST00000296438,9,NM_207102,2,MANE SELECT,FBXW12
ENST00000431489,6,NM_001142616,3,MANE SELECT,EHBP1
ENST00000206380,8,NM_032376,4,MANE SELECT,TMEM101
ENST00000280571,10,NM_145058,3,MANE SELECT,RILPL2
ENST00000320211,10,NM_130384,3,MANE SELECT,ATRIP
ENST00000293406,8,NM_001371445,1,MANE SELECT,LSM12
ENST00000202773,14,NM_000970,6,MANE SELECT,RPL6
ENST00000269097,9,NM_138387,4,MANE SELECT,G6PC3
ENST00000319023,7,NM_018161,5,MANE SELECT,NADSYN1
ENST00000585683,6,NM_001171251,3,MANE SELECT,HROB
ENST00000295414,8,NM_001330218,2,MANE SELECT,CCNYL1
ENST00000293414,6,NM_080863,5,MANE SELECT,ASB16
ENST00000429027,7,NM_001256470,2,MANE SELECT,PLEKHA5
ENST00000265563,13,NM_004157,4,MANE SELECT,PRKAR2A
ENST00000643258,1,NM_002976,4,MANE SELECT,SCN7A
ENST00000538716,7,NM_001076674,3,MANE SELECT,TMUB2
ENST00000436088,6,NM_014233,4,MANE SELECT,UBTF
ENST00000393409,3,NM_032242,4,MANE SELECT,PLXNA1
ENST00000398536,6,NM_001012503,2,MANE SELECT,KRTAP5-7
ENST00000398534,4,NM_021046,3,MANE SELECT,KRTAP5-8
ENST00000528743,4,NM_005553,4,MANE SELECT,KRTAP5-9
ENST00000398531,3,NM_001012710,2,MANE SELECT,KRTAP5-10
ENST00000398530,1,NM_001005405,3,MANE SELECT,KRTAP5-11
ENST00000260641,10,NM_005722,4,MANE SELECT,ACTR2
ENST00000504449,2,NM_001102566,2,MANE SELECT,PCP4L1
ENST00000367974,2,NM_001013625,4,MANE SELECT,CFAP126
ENST00000354420,7,NM_203387,3,MANE SELECT,RNH1
ENST00000579774,3,NM_181703,4,MANE SELECT,GJA5
ENST00000369235,2,NM_005267,5,MANE SELECT,GJA8
ENST00000340157,9,NM_006296,7,MANE SELECT,VRK2
ENST00000314163,12,NM_016334,5,MANE SELECT,GPR89B
ENST00000457734,7,NM_001145319,2,MANE SELECT,PLS1
ENST00000315939,11,NM_018979,4,MANE SELECT,WNK1
ENST00000270115,8,NM_198075,4,MANE SELECT,LRRC56
ENST00000476941,6,NM_001251845,2,MANE SELECT,TRPC1
ENST00000382409,4,NM_021008,4,MANE SELECT,DEAF1
ENST00000614239,1,NM_005568,5,MANE SELECT,LHX1
ENST00000295992,8,NM_013363,4,MANE SELECT,PCOLCE2
ENST00000674635,1,NM_020808,5,MANE SELECT,SIPA1L2
ENST00000642058,1,NM_001004064,2,MANE SELECT,OR8J3
ENST00000404752,6,NM_006873,4,MANE SELECT,STON1
ENST00000619387,5,NM_012138,4,MANE SELECT,AATF
ENST00000410096,6,NM_020711,3,MANE SELECT,ERMN
ENST00000389817,8,NM_000352,6,MANE SELECT,ABCC8
ENST00000400723,8,NM_000160,5,MANE SELECT,GCGR
ENST00000235329,10,NM_014874,4,MANE SELECT,MFN2
ENST00000340634,6,NM_198504,4,MANE SELECT,PAQR9
ENST00000392296,9,NM_033030,6,MANE SELECT,BOLL
ENST00000338745,11,NM_002971,6,MANE SELECT,SATB1
ENST00000549701,6,NM_012062,5,MANE SELECT,DNM1L
ENST00000455127,7,NM_207368,5,MANE SELECT,MCRIP1
ENST00000305747,11,NM_203463,3,MANE SELECT,CERS6
ENST00000330261,5,NM_001007533,4,MANE SELECT,PPP1R27
ENST00000356232,10,NM_024818,6,MANE SELECT,UBA5
ENST00000283635,8,NM_001768,7,MANE SELECT,CD8A
ENST00000269321,12,NM_004309,6,MANE SELECT,ARHGDIA
ENST00000355346,9,NM_004763,5,MANE SELECT,ITGB1BP1
ENST00000372766,4,NM_001008740,4,MANE SELECT,TMCO2
ENST00000372759,4,NM_005857,5,MANE SELECT,ZMPSTE24
ENST00000372748,8,NM_001852,4,MANE SELECT,COL9A2
ENST00000505490,3,NM_005782,4,MANE SELECT,ALYREF
ENST00000403601,8,NM_153460,4,MANE SELECT,IL17RC
ENST00000344877,10,NM_001002248,3,MANE SELECT,ANAPC11
ENST00000272930,9,NM_080678,3,MANE SELECT,UBE2F
ENST00000372718,8,NM_022733,3,MANE SELECT,SMAP2
ENST00000361584,5,NM_023070,3,MANE SELECT,ZFP69B
ENST00000533357,5,NM_000530,8,MANE SELECT,MPZ
ENST00000333383,8,NM_148896,5,MANE SELECT,NPB
ENST00000374303,7,NM_001099625,2,MANE SELECT,MTFR1L
ENST00000538936,7,NM_002861,5,MANE SELECT,PCYT2
ENST00000539867,6,NM_015279,2,MANE SELECT,TBC1D30
ENST00000296003,9,NM_001077525,3,MANE SELECT,MTMR14
ENST00000333003,10,NM_003297,4,MANE SELECT,NR2C1
ENST00000374298,4,NM_024037,3,MANE SELECT,AUNIP
ENST00000675840,1,NM_178422,6,MANE SELECT,PAQR7
ENST00000455785,7,NM_005563,4,MANE SELECT,STMN1
ENST00000264057,7,NM_152879,3,MANE SELECT,DGKD
ENST00000361799,7,NM_018150,4,MANE SELECT,RNF220
ENST00000327772,7,NM_018838,5,MANE SELECT,NDUFA12
ENST00000325954,9,NM_014868,5,MANE SELECT,RNF10
ENST00000641874,1,NM_001005338,2,MANE SELECT,OR5H1
ENST00000641380,1,NM_001005514,2,MANE SELECT,OR5H14
ENST00000372237,8,NM_024587,4,MANE SELECT,TMEM53
ENST00000248450,9,NM_001087,5,MANE SELECT,AAMP
ENST00000641450,1,NM_001005515,2,MANE SELECT,OR5H15
ENST00000615035,3,NM_001005479,2,MANE SELECT,OR5H6
ENST00000328666,11,NM_016538,3,MANE SELECT,SIRT7
ENST00000535358,6,NM_001145636,2,MANE SELECT,ARMH1
ENST00000383829,7,NM_001003694,2,MANE SELECT,BRPF1
ENST00000322563,8,NM_004626,3,MANE SELECT,WNT11
ENST00000372224,9,NM_006845,4,MANE SELECT,KIF2C
ENST00000338315,6,NM_001346880,2,MANE SELECT,MFSD2B
ENST00000357736,9,NM_002359,4,MANE SELECT,MAFG
ENST00000260045,8,NM_004705,4,MANE SELECT,THAP12
ENST00000552981,6,NM_002635,4,MANE SELECT,SLC25A3
ENST00000397119,8,NM_001378,3,MANE SELECT,DYNC1I2
ENST00000329875,13,NM_006907,4,MANE SELECT,PYCR1
ENST00000529331,2,NM_001347885,2,MANE SELECT,GVQW3
ENST00000645846,2,NM_015340,4,MANE SELECT,LARS2
ENST00000396651,8,NM_001012,2,MANE SELECT,RPS8
ENST00000372207,4,NM_153274,3,MANE SELECT,BEST4
ENST00000551964,6,NM_181861,2,MANE SELECT,APAF1
ENST00000372201,5,NM_004073,4,MANE SELECT,PLK3
ENST00000273317,5,NM_014240,3,MANE SELECT,LIMD1
ENST00000357632,7,NM_031200,3,MANE SELECT,CCR9
ENST00000296140,4,NM_001295,3,MANE SELECT,CCR1
ENST00000372192,4,NM_003738,5,MANE SELECT,PTCH2
ENST00000445132,3,NM_001123396,4,MANE SELECT,CCR2
ENST00000399036,4,NM_003965,5,MANE SELECT,CCRL2
ENST00000360403,7,NM_020365,5,MANE SELECT,EIF2B3
ENST00000640551,3,NM_001195442,2,MANE SELECT,FAM240A
ENST00000675843,1,NM_000051,4,MANE SELECT,ATM
ENST00000409745,2,NM_001145113,3,MANE SELECT,MYADML2
ENST00000409678,8,NM_178493,6,MANE SELECT,NOTUM
ENST00000296135,11,NM_020347,4,MANE SELECT,LZTFL1
ENST00000372172,5,NM_024602,6,MANE SELECT,HECTD3
ENST00000573283,7,NM_001614,5,MANE SELECT,ACTG1
ENST00000246337,9,NM_000374,5,MANE SELECT,UROD
ENST00000405094,2,NM_001330442,2,MANE SELECT,MTA3
ENST00000309285,4,NM_001024644,2,MANE SELECT,XCR1
ENST00000395940,3,NM_178329,3,MANE SELECT,CCR3
ENST00000231751,9,NM_002343,6,MANE SELECT,LTF
ENST00000377705,6,NM_024654,5,MANE SELECT,NOL9
ENST00000333172,11,NM_138697,4,MANE SELECT,TAS1R1
ENST00000377674,9,NM_005341,4,MANE SELECT,ZBTB48
ENST00000399050,10,NM_001085458,2,MANE SELECT,CTNND1
ENST00000331483,9,NM_000918,4,MANE SELECT,P4HB
ENST00000345146,7,NM_005896,4,MANE SELECT,IDH1
ENST00000370454,9,NM_032270,5,MANE SELECT,LRRC8C
ENST00000166244,8,NM_020526,5,MANE SELECT,EPHA8
ENST00000296142,4,NM_031440,2,MANE SELECT,RTP3
ENST00000395905,8,NM_024512,5,MANE SELECT,LRRC2
ENST00000374642,8,NM_015991,4,MANE SELECT,C1QA
ENST00000374640,9,NM_172369,5,MANE SELECT,C1QC
